期号,front1,front2,front3,front4,front5,back1,back2,日期,front_sum,front_span,front_odd_count,front_Zone1_count,front_Zone2_count,front_Zone3_count,front_consecutive_count,front_repeat_count,back_sum,back_span,back_odd_count,back_is_large
13005,18,22,26,28,31,10,12,2013-01-12,125,13,1,0,2,3,0,0,22,2,0,1
13006,8,20,25,31,32,5,7,2013-01-14,116,24,2,1,1,3,1,1,12,2,2,1
13007,14,29,32,33,34,3,6,2013-01-16,142,20,2,0,1,4,2,1,9,3,1,0
13008,2,7,25,29,34,3,6,2013-01-19,97,32,3,2,0,3,0,2,9,3,1,0
13009,10,17,19,27,29,5,12,2013-01-21,102,19,4,1,2,2,0,1,17,7,1,1
13010,9,15,17,18,29,9,11,2013-01-23,88,20,4,1,3,1,1,2,20,2,2,1
13011,1,2,8,15,23,6,9,2013-01-26,49,22,3,3,2,0,1,1,15,3,1,1
13012,1,14,31,32,34,2,11,2013-01-28,112,33,2,1,1,3,1,1,13,9,1,1
13013,13,15,29,30,35,1,11,2013-01-30,122,22,4,0,2,3,1,0,12,10,2,1
13014,5,8,25,29,31,2,4,2013-02-02,98,26,4,2,0,3,0,1,6,2,0,0
13015,14,15,26,32,33,1,11,2013-02-04,120,19,2,0,2,3,2,0,12,10,2,1
13016,5,15,19,27,32,8,9,2013-02-06,98,27,4,1,2,2,0,2,17,1,1,1
13017,11,14,22,29,34,5,11,2013-02-16,110,23,2,1,2,2,0,0,16,6,2,1
13018,20,23,31,33,34,3,9,2013-02-18,141,14,3,0,2,3,1,1,12,6,2,1
13019,6,12,17,29,30,7,11,2013-02-20,94,24,2,2,1,2,1,0,18,4,2,1
13020,6,11,20,31,32,5,9,2013-02-23,100,26,2,2,1,2,1,1,14,4,2,1
13021,23,24,28,30,33,1,11,2013-02-25,138,10,2,0,2,3,1,0,12,10,2,1
13022,3,4,13,17,23,3,8,2013-02-27,60,20,4,2,3,0,1,1,11,5,1,1
13023,5,19,24,26,35,5,7,2013-03-02,109,30,3,1,2,2,0,0,12,2,2,1
13024,9,12,14,18,24,1,4,2013-03-04,77,15,1,2,3,0,0,1,5,3,1,0
13025,3,23,25,26,28,10,12,2013-03-06,105,25,3,1,1,3,1,0,22,2,0,1
13026,2,10,16,30,33,5,6,2013-03-09,91,31,1,2,1,2,0,0,11,1,1,0
13027,3,12,14,24,35,3,8,2013-03-11,88,32,2,2,2,1,0,0,11,5,1,1
13028,13,19,28,30,34,8,12,2013-03-13,124,21,2,0,2,3,0,0,20,4,0,1
13029,5,7,17,25,26,4,10,2013-03-16,80,21,4,2,1,2,1,0,14,6,0,1
13030,3,5,9,10,28,5,7,2013-03-18,55,25,3,4,0,1,1,1,12,2,2,1
13031,12,17,18,26,32,10,11,2013-03-20,105,20,1,1,2,2,1,0,21,1,1,1
13032,12,27,28,33,35,1,8,2013-03-23,135,23,3,1,0,4,1,1,9,7,1,1
13033,12,18,22,28,31,1,11,2013-03-25,111,19,1,1,2,2,0,2,12,10,2,1
13034,1,3,11,19,29,4,8,2013-03-27,63,28,5,3,1,1,0,0,12,4,0,1
13035,5,14,28,32,34,7,8,2013-03-30,113,29,1,1,1,3,0,0,15,1,1,1
13036,8,12,32,33,35,3,5,2013-04-01,120,27,2,2,0,3,1,1,8,2,2,0
13037,2,26,31,32,34,6,8,2013-04-03,125,32,1,1,0,4,1,1,14,2,0,1
13038,1,19,24,25,26,7,9,2013-04-06,95,25,3,1,2,2,2,1,16,2,2,1
13039,6,23,30,33,35,7,10,2013-04-08,127,29,3,1,1,3,0,0,17,3,1,1
13040,16,17,22,26,35,3,10,2013-04-10,116,19,2,0,3,2,1,1,13,7,1,1
13041,3,13,14,15,34,5,8,2013-04-13,79,31,3,1,3,1,2,0,13,3,1,1
13042,2,6,22,23,33,1,6,2013-04-15,86,31,2,2,2,1,1,0,7,5,1,0
13043,7,13,25,34,35,7,9,2013-04-17,114,28,4,1,1,3,1,0,16,2,2,1
13044,7,11,13,18,28,5,10,2013-04-20,77,21,3,2,2,1,0,2,15,5,1,1
13045,8,11,12,21,25,2,7,2013-04-22,77,17,3,3,1,1,1,1,9,5,1,1
13046,15,16,19,25,32,5,11,2013-04-24,107,17,3,0,3,2,1,1,16,6,2,1
13047,12,20,28,30,35,3,11,2013-04-27,125,23,1,1,1,3,0,0,14,8,2,1
13048,10,11,23,32,33,1,4,2013-04-29,109,23,3,2,1,2,2,0,5,3,1,0
13049,18,22,25,31,32,4,6,2013-05-01,128,14,2,0,2,3,1,1,10,2,0,0
13050,14,22,30,32,33,7,8,2013-05-04,131,19,1,0,2,3,1,2,15,1,1,1
13051,5,8,15,18,33,7,8,2013-05-06,79,28,3,2,2,1,0,1,15,1,1,1
13052,1,2,10,29,31,1,10,2013-05-08,73,30,3,3,0,2,1,0,11,9,1,1
13053,13,31,33,34,35,5,7,2013-05-11,146,22,4,0,1,4,2,1,12,2,2,1
13054,5,8,21,30,32,1,8,2013-05-13,96,27,2,2,1,2,0,0,9,7,1,1
13055,4,5,22,23,24,3,9,2013-05-15,78,20,2,2,3,0,3,1,12,6,2,1
13056,11,22,30,32,35,3,4,2013-05-18,130,24,2,1,1,3,0,1,7,1,1,0
13057,7,15,27,33,35,7,10,2013-05-20,117,28,5,1,1,3,0,1,17,3,1,1
13058,20,21,27,31,35,7,11,2013-05-22,134,15,4,0,2,3,1,2,18,4,2,1
13059,3,8,11,24,27,7,12,2013-05-25,73,24,3,3,1,1,0,1,19,5,1,1
13060,15,25,26,32,35,5,10,2013-05-27,133,20,3,0,1,4,1,0,15,5,1,1
13061,1,14,18,21,32,5,10,2013-05-29,86,31,2,1,3,1,0,1,15,5,1,1
13062,1,5,8,9,12,9,12,2013-06-01,35,11,3,5,0,0,1,1,21,3,1,1
13063,3,5,11,27,28,5,6,2013-06-03,74,25,4,3,0,2,1,1,11,1,1,0
13064,21,24,26,28,32,1,3,2013-06-05,131,11,1,0,2,3,0,1,4,2,2,0
13065,9,28,31,34,35,2,9,2013-06-08,137,26,3,1,0,4,1,1,11,7,1,1
13066,6,7,13,33,34,2,11,2013-06-10,93,28,3,2,1,2,2,1,13,9,1,1
13067,2,3,5,8,29,10,12,2013-06-12,47,27,3,4,0,1,1,0,22,2,0,1
13068,10,17,27,34,35,5,7,2013-06-15,123,25,3,1,1,3,1,0,12,2,2,1
13069,6,12,13,16,30,7,12,2013-06-17,77,24,1,2,2,1,1,0,19,5,1,1
13070,9,12,18,21,29,1,8,2013-06-19,89,20,3,2,2,1,0,1,9,7,1,1
13071,13,19,26,27,28,3,11,2013-06-22,113,15,3,0,2,3,2,0,14,8,2,1
13072,12,27,28,33,35,3,5,2013-06-24,135,23,3,1,0,4,1,2,8,2,2,0
13073,3,5,23,27,31,2,6,2013-06-26,89,28,5,2,1,2,0,1,8,4,0,0
13074,6,14,20,24,32,1,7,2013-06-29,96,26,0,1,3,1,0,0,8,6,2,1
13075,1,11,13,19,35,7,8,2013-07-01,79,34,5,2,2,1,0,0,15,1,1,1
13076,13,15,16,26,27,9,10,2013-07-03,97,14,3,0,3,2,2,1,19,1,1,1
13077,24,26,30,32,35,6,12,2013-07-06,147,11,1,0,1,4,0,1,18,6,0,1
13078,2,7,23,31,33,2,8,2013-07-08,96,31,4,2,1,2,0,0,10,6,0,1
13079,9,10,17,21,34,1,7,2013-07-10,91,25,3,2,2,1,1,0,8,6,2,1
13080,6,21,23,27,31,4,6,2013-07-13,108,25,4,1,2,2,0,1,10,2,0,0
13081,7,9,15,17,23,2,7,2013-07-15,71,16,5,2,3,0,0,1,9,5,1,1
13082,3,9,25,26,33,3,12,2013-07-17,96,30,4,2,0,3,1,1,15,9,1,1
13083,26,29,30,32,35,4,10,2013-07-20,152,9,2,0,0,5,1,1,14,6,0,1
13084,8,22,26,29,35,1,5,2013-07-22,120,27,2,1,1,3,0,3,6,4,2,0
13085,8,19,23,27,32,3,5,2013-07-24,109,24,3,1,2,2,0,1,8,2,2,0
13086,9,16,26,29,31,6,9,2013-07-27,111,22,3,1,1,3,0,0,15,3,1,1
13087,9,12,22,32,34,2,4,2013-07-29,109,25,1,2,1,2,0,1,6,2,0,0
13088,3,5,8,33,35,1,3,2013-07-31,84,32,4,3,0,2,0,0,4,2,2,0
13089,6,7,23,24,29,4,11,2013-08-03,89,23,3,2,2,1,2,0,15,7,1,1
13090,2,26,30,31,33,11,12,2013-08-05,122,31,2,1,0,4,1,0,23,1,1,1
13091,4,9,28,34,35,2,8,2013-08-07,110,31,2,2,0,3,1,0,10,6,0,1
13092,7,10,21,27,33,3,9,2013-08-10,98,26,4,2,1,2,0,0,12,6,2,1
13093,1,5,17,18,26,5,7,2013-08-12,67,25,3,2,2,1,1,0,12,2,2,1
13094,3,28,33,34,35,6,9,2013-08-14,133,32,3,1,0,4,2,0,15,3,1,1
13095,3,17,28,30,33,1,10,2013-08-17,111,30,3,1,1,3,0,3,11,9,1,1
13096,17,19,20,22,26,6,8,2013-08-19,104,9,2,0,4,1,1,1,14,2,0,1
13097,7,8,13,17,32,3,8,2013-08-21,77,25,3,2,2,1,1,1,11,5,1,1
13098,2,6,16,29,34,10,11,2013-08-24,87,32,1,2,1,2,0,0,21,1,1,1
13099,4,11,28,30,33,5,12,2013-08-26,106,29,2,2,0,3,0,0,17,7,1,1
13100,9,12,24,26,30,5,9,2013-08-28,101,21,1,2,1,2,0,1,14,4,2,1
13101,4,9,13,15,32,2,9,2013-08-31,73,28,3,2,2,1,0,1,11,7,1,1
13102,6,12,15,19,26,2,11,2013-09-02,78,20,2,2,2,1,0,1,13,9,1,1
13103,5,8,13,16,31,3,9,2013-09-04,73,26,3,2,2,1,0,0,12,6,2,1
13104,2,5,11,27,29,1,11,2013-09-07,74,27,4,3,0,2,0,1,12,10,2,1
13105,7,13,27,30,34,1,12,2013-09-09,111,27,3,1,1,3,0,1,13,11,1,1
13106,6,7,12,13,27,3,12,2013-09-11,65,21,3,3,1,1,2,3,15,9,1,1
13107,7,13,14,18,25,5,12,2013-09-14,77,18,3,1,3,1,1,2,17,7,1,1
13108,5,10,13,15,18,2,11,2013-09-16,61,13,3,2,3,0,0,2,13,9,1,1
13109,13,20,26,29,32,2,6,2013-09-18,120,19,2,0,2,3,0,1,8,4,0,0
13110,7,16,18,32,33,2,7,2013-09-21,106,26,2,1,2,2,1,1,9,5,1,1
13111,7,12,13,20,27,1,3,2013-09-23,79,20,3,2,2,1,1,1,4,2,2,0
13112,2,10,20,22,29,5,12,2013-09-25,83,27,1,2,2,1,0,1,17,7,1,1
13113,19,21,23,28,30,8,12,2013-09-28,121,11,3,0,3,2,0,0,20,4,0,1
13114,6,17,21,23,33,1,9,2013-09-30,100,27,4,1,3,1,0,2,10,8,2,1
13115,5,16,29,32,34,4,11,2013-10-02,116,29,2,1,1,3,0,0,15,7,1,1
13116,13,22,23,30,33,9,11,2013-10-05,121,20,3,0,3,2,1,0,20,2,2,1
13117,5,16,23,25,33,7,12,2013-10-07,102,28,4,1,2,2,0,2,19,5,1,1
13118,4,6,11,20,31,1,5,2013-10-09,72,27,2,3,1,1,0,0,6,4,2,0
13119,1,2,16,23,35,1,11,2013-10-12,77,34,3,2,2,1,1,0,12,10,2,1
13120,6,14,15,22,26,3,11,2013-10-14,83,20,1,1,3,1,1,0,14,8,2,1
13121,3,18,19,20,24,3,12,2013-10-16,84,21,2,1,4,0,2,0,15,9,1,1
13122,15,17,20,24,35,4,12,2013-10-19,111,20,3,0,4,1,0,2,16,8,0,1
13123,2,9,10,33,34,5,12,2013-10-21,88,32,2,3,0,2,2,0,17,7,1,1
13124,5,7,18,21,32,10,11,2013-10-23,83,27,3,2,2,1,0,0,21,1,1,1
13125,4,8,14,23,28,4,8,2013-10-26,77,24,1,2,2,1,0,0,12,4,0,1
13126,9,10,15,18,30,3,6,2013-10-28,82,21,2,2,2,1,1,0,9,3,1,0
13127,3,14,16,19,32,5,10,2013-10-30,84,29,2,1,3,1,0,0,15,5,1,1
13128,11,13,27,33,35,1,2,2013-11-02,119,24,5,1,1,3,0,0,3,1,1,0
13129,11,23,29,30,33,1,4,2013-11-04,126,22,4,1,1,3,1,2,5,3,1,0
13130,8,9,15,19,30,6,9,2013-11-06,81,22,3,2,2,1,1,1,15,3,1,1
13131,12,15,29,30,31,4,12,2013-11-09,117,19,3,1,1,3,2,2,16,8,0,1
13132,23,26,28,31,34,2,10,2013-11-11,142,11,2,0,1,4,0,1,12,8,0,1
13133,2,8,10,16,17,9,12,2013-11-13,53,15,1,3,2,0,1,0,21,3,1,1
13134,2,13,19,23,32,2,9,2013-11-16,89,30,3,1,3,1,0,1,11,7,1,1
13135,4,13,19,25,26,7,12,2013-11-18,87,22,3,1,2,2,1,2,19,5,1,1
13136,5,11,15,25,28,5,11,2013-11-20,84,23,4,2,1,2,0,1,16,6,2,1
13137,4,12,32,33,34,6,8,2013-11-23,115,30,1,2,0,3,2,0,14,2,0,1
13138,3,8,13,17,24,7,9,2013-11-25,65,21,3,2,3,0,0,0,16,2,2,1
13139,5,6,18,20,31,6,7,2013-11-27,80,26,2,2,2,1,1,0,13,1,1,1
13140,1,12,17,26,28,1,6,2013-11-30,84,27,2,2,1,2,0,0,7,5,1,0
13141,5,15,18,25,31,8,10,2013-12-02,94,26,4,1,2,2,0,0,18,2,0,1
13142,6,11,25,28,29,4,12,2013-12-04,99,23,3,2,0,3,1,1,16,8,0,1
13143,3,8,14,21,31,6,8,2013-12-07,77,28,3,2,2,1,0,0,14,2,0,1
13144,3,20,21,23,35,2,8,2013-12-09,102,32,4,1,3,1,1,2,10,6,0,1
13145,2,13,15,18,20,2,11,2013-12-11,68,18,2,1,4,0,0,1,13,9,1,1
13146,6,7,15,25,31,1,9,2013-12-14,84,25,4,2,1,2,1,1,10,8,2,1
13147,3,9,22,24,25,5,9,2013-12-16,83,22,3,2,2,1,1,1,14,4,2,1
13148,2,5,9,29,32,3,7,2013-12-18,77,30,3,3,0,2,0,1,10,4,2,1
13149,6,7,8,9,13,5,7,2013-12-21,43,7,3,4,1,0,3,1,12,2,2,1
13150,6,7,14,18,22,8,11,2013-12-23,67,16,1,2,3,0,1,2,19,3,1,1
13151,2,13,21,27,30,3,4,2013-12-25,93,28,3,1,2,2,0,0,7,1,1,0
13152,9,12,14,18,19,3,9,2013-12-28,72,10,2,2,3,0,1,0,12,6,2,1
13153,4,5,16,17,30,3,9,2013-12-30,72,26,2,2,2,1,2,0,12,6,2,1
14001,5,13,20,23,29,8,11,2014-01-01,90,24,4,1,3,1,0,1,19,3,1,1
14002,1,12,21,24,29,1,7,2014-01-04,87,28,3,2,2,1,0,1,8,6,2,1
14003,7,11,13,21,33,5,6,2014-01-06,85,26,5,2,2,1,0,1,11,1,1,0
14004,7,10,19,27,28,9,12,2014-01-08,91,21,3,2,1,2,1,1,21,3,1,1
14005,15,17,18,29,33,4,8,2014-01-11,112,18,4,0,3,2,1,0,12,4,0,1
14006,1,4,7,16,35,6,8,2014-01-13,63,34,3,3,1,1,0,0,14,2,0,1
14007,8,11,14,21,32,3,11,2014-01-15,86,24,2,2,2,1,0,0,14,8,2,1
14008,11,13,20,28,35,1,5,2014-01-18,107,24,3,1,2,2,0,1,6,4,2,0
14009,10,18,25,29,33,7,8,2014-01-20,115,23,3,1,1,3,0,0,15,1,1,1
14010,5,10,20,26,27,1,3,2014-01-22,88,22,2,2,1,2,1,1,4,2,2,0
14011,4,6,14,24,35,7,12,2014-01-25,83,31,1,2,2,1,0,0,19,5,1,1
14012,9,20,21,23,29,5,7,2014-01-27,102,20,4,1,3,1,1,0,12,2,2,1
14013,10,11,13,22,28,4,12,2014-01-29,84,18,2,2,2,1,1,0,16,8,0,1
14014,1,9,11,27,29,3,11,2014-02-08,77,28,5,3,0,2,0,1,14,8,2,1
14015,4,6,18,20,30,5,7,2014-02-10,78,26,0,2,2,1,0,0,12,2,2,1
14016,4,6,13,24,34,4,9,2014-02-12,81,30,1,2,2,1,0,2,13,5,1,1
14017,5,10,11,23,34,1,10,2014-02-15,83,29,3,3,1,1,1,1,11,9,1,1
14018,8,9,12,28,34,2,12,2014-02-17,91,26,1,3,0,2,1,1,14,10,0,1
14019,7,12,22,29,32,11,12,2014-02-19,102,25,2,2,1,2,0,1,23,1,1,1
14020,1,14,17,30,35,6,7,2014-02-22,97,34,3,1,2,2,0,0,13,1,1,1
14021,6,10,17,23,24,3,9,2014-02-24,80,18,2,2,3,0,1,1,12,6,2,1
14022,3,6,10,16,25,10,11,2014-02-26,60,22,2,3,1,1,0,2,21,1,1,1
14023,4,13,15,29,33,5,9,2014-03-01,94,29,4,1,2,2,0,0,14,4,2,1
14024,7,11,15,31,32,6,11,2014-03-03,96,25,4,2,1,2,1,1,17,5,1,1
14025,19,20,27,32,34,6,8,2014-03-05,132,15,2,0,2,3,1,1,14,2,0,1
14026,5,10,12,15,26,4,8,2014-03-08,68,21,2,3,1,1,0,0,12,4,0,1
14027,9,10,24,28,29,10,12,2014-03-10,100,20,2,2,1,2,2,1,22,2,0,1
14028,3,10,20,25,30,10,12,2014-03-12,88,27,2,2,1,2,0,1,22,2,0,1
14029,3,21,22,23,35,5,9,2014-03-15,104,32,4,1,3,1,2,1,14,4,2,1
14030,3,14,18,29,35,11,12,2014-03-17,99,32,3,1,2,2,0,2,23,1,1,1
14031,6,15,27,32,33,3,4,2014-03-19,113,27,3,1,1,3,1,0,7,1,1,0
14032,2,5,6,9,31,2,9,2014-03-22,53,29,3,4,0,1,1,1,11,7,1,1
14033,1,7,8,28,29,4,8,2014-03-24,73,28,3,3,0,2,2,0,12,4,0,1
14034,3,11,14,27,32,5,7,2014-03-26,87,29,3,2,1,2,0,0,12,2,2,1
14035,9,12,14,28,29,3,10,2014-03-29,92,20,2,2,1,2,1,1,13,7,1,1
14036,1,2,12,17,29,3,8,2014-03-31,61,28,3,3,1,1,1,2,11,5,1,1
14037,3,4,8,19,34,2,4,2014-04-02,68,31,2,3,1,1,1,0,6,2,0,0
14038,7,8,12,20,32,3,5,2014-04-05,79,25,1,3,1,1,1,1,8,2,2,0
14039,2,5,11,15,20,8,11,2014-04-07,53,18,3,3,2,0,0,1,19,3,1,1
14040,12,15,21,30,33,2,8,2014-04-09,111,21,3,1,2,2,0,1,10,6,0,1
14041,5,7,11,15,18,5,12,2014-04-12,56,13,4,3,2,0,0,1,17,7,1,1
14042,16,21,25,27,35,6,11,2014-04-14,124,19,4,0,2,3,0,0,17,5,1,1
14043,1,11,23,29,30,1,12,2014-04-16,94,29,4,2,1,2,1,0,13,11,1,1
14044,22,23,25,27,35,3,11,2014-04-19,132,13,4,0,2,3,1,1,14,8,2,1
14045,6,10,12,16,30,2,11,2014-04-21,74,24,0,3,1,1,0,0,13,9,1,1
14046,3,15,18,21,26,1,6,2014-04-23,83,23,3,1,3,1,0,0,7,5,1,0
14047,6,17,18,30,34,6,12,2014-04-26,105,28,1,1,2,2,1,1,18,6,0,1
14048,1,2,5,15,35,1,11,2014-04-28,58,34,4,3,1,1,1,0,12,10,2,1
14049,3,15,17,22,31,3,5,2014-04-30,88,28,4,1,3,1,0,1,8,2,2,0
14050,10,18,27,28,35,1,6,2014-05-03,118,25,2,1,1,3,1,0,7,5,1,0
14051,1,7,11,29,30,3,11,2014-05-05,78,29,4,3,0,2,1,0,14,8,2,1
14052,14,19,21,24,30,2,7,2014-05-07,108,16,2,0,4,1,0,1,9,5,1,1
14053,2,11,17,27,30,3,4,2014-05-10,87,28,3,2,1,2,0,1,7,1,1,0
14054,2,3,20,25,34,1,12,2014-05-12,84,32,2,2,1,2,1,1,13,11,1,1
14055,4,23,26,27,35,10,11,2014-05-14,115,31,3,1,1,3,1,0,21,1,1,1
14056,12,18,28,29,35,7,8,2014-05-17,122,23,2,1,1,3,1,1,15,1,1,1
14057,8,10,20,27,33,1,9,2014-05-19,98,25,2,2,1,2,0,0,10,8,2,1
14058,9,15,22,24,26,2,7,2014-05-21,96,17,2,1,3,1,0,0,9,5,1,1
14059,7,15,17,25,29,4,11,2014-05-24,93,22,5,1,2,2,0,1,15,7,1,1
14060,12,22,29,30,34,5,11,2014-05-26,127,22,1,1,1,3,1,1,16,6,2,1
14061,4,11,17,20,29,6,10,2014-05-28,81,25,3,2,2,1,0,1,16,4,0,1
14062,4,7,17,24,25,2,4,2014-05-31,77,21,3,2,2,1,1,2,6,2,0,0
14063,11,17,21,23,34,3,4,2014-06-02,106,23,4,1,3,1,0,1,7,1,1,0
14064,8,15,33,34,35,1,8,2014-06-04,125,27,3,1,1,3,2,1,9,7,1,1
14065,7,12,19,31,33,7,12,2014-06-07,102,26,4,2,1,2,0,1,19,5,1,1
14066,8,14,16,20,31,3,11,2014-06-09,89,23,1,1,3,1,0,1,14,8,2,1
14067,3,18,23,24,31,3,7,2014-06-11,99,28,3,1,3,1,1,1,10,4,2,1
14068,5,15,24,29,35,5,6,2014-06-14,108,30,4,1,2,2,0,1,11,1,1,0
14069,16,22,27,29,31,2,9,2014-06-16,125,15,3,0,2,3,0,1,11,7,1,1
14070,1,2,7,10,32,4,12,2014-06-18,52,31,2,4,0,1,1,0,16,8,0,1
14071,4,14,15,22,23,1,7,2014-06-21,78,19,2,1,4,0,2,0,8,6,2,1
14072,17,19,22,24,30,2,9,2014-06-23,112,13,2,0,4,1,0,1,11,7,1,1
14073,4,5,7,13,35,5,6,2014-06-25,64,31,4,3,1,1,1,0,11,1,1,0
14074,6,11,22,27,30,5,11,2014-06-28,96,24,2,2,1,2,0,0,16,6,2,1
14075,5,7,29,32,35,4,10,2014-06-30,108,30,4,2,0,3,0,0,14,6,0,1
14076,5,10,19,31,32,9,10,2014-07-02,97,27,3,2,1,2,1,2,19,1,1,1
14077,9,16,26,31,32,1,5,2014-07-05,114,23,2,1,1,3,1,2,6,4,2,0
14078,10,15,16,22,28,4,5,2014-07-07,91,18,1,1,3,1,1,1,9,1,1,0
14079,9,10,20,31,32,6,10,2014-07-09,102,23,2,2,1,2,2,1,16,4,0,1
14080,17,20,23,25,27,3,10,2014-07-12,112,10,4,0,3,2,0,1,13,7,1,1
14081,3,5,8,10,25,9,12,2014-07-14,51,22,3,4,0,1,0,1,21,3,1,1
14082,1,8,18,23,25,8,12,2014-07-16,75,24,3,2,2,1,0,2,20,4,0,1
14083,18,20,24,33,35,5,10,2014-07-19,130,17,2,0,3,2,0,1,15,5,1,1
14084,2,7,9,11,28,5,9,2014-07-21,57,26,3,4,0,1,0,0,14,4,2,1
14085,6,12,13,25,29,11,12,2014-07-23,85,23,3,2,1,2,1,0,23,1,1,1
14086,6,8,27,29,35,3,9,2014-07-26,105,29,3,2,0,3,0,2,12,6,2,1
14087,4,7,31,33,35,9,10,2014-07-28,110,31,4,2,0,3,0,1,19,1,1,1
14088,7,13,20,25,26,8,11,2014-07-30,91,19,3,1,2,2,1,1,19,3,1,1
14089,2,8,12,29,30,7,12,2014-08-02,81,28,1,3,0,2,1,0,19,5,1,1
14090,2,3,20,23,28,6,8,2014-08-04,76,26,2,2,2,1,1,1,14,2,0,1
14091,10,16,18,29,32,2,7,2014-08-06,105,22,1,1,2,2,0,0,9,5,1,1
14092,2,18,27,30,32,5,11,2014-08-09,109,30,1,1,1,3,0,2,16,6,2,1
14093,3,8,30,32,34,9,11,2014-08-11,107,31,1,2,0,3,0,2,20,2,2,1
14094,13,14,24,25,34,4,7,2014-08-13,110,21,2,0,3,2,2,1,11,3,1,1
14095,6,22,30,31,34,5,6,2014-08-16,123,28,1,1,1,3,1,1,11,1,1,0
14096,3,7,21,23,31,5,10,2014-08-18,85,28,5,2,2,1,0,1,15,5,1,1
14097,3,15,20,21,23,7,9,2014-08-20,82,20,4,1,4,0,1,3,16,2,2,1
14098,16,18,22,25,35,3,10,2014-08-23,116,19,2,0,3,2,0,0,13,7,1,1
14099,15,21,22,23,33,1,7,2014-08-25,114,18,4,0,4,1,2,1,8,6,2,1
14100,2,4,8,12,35,1,7,2014-08-27,61,33,1,4,0,1,0,0,8,6,2,1
14101,9,10,12,17,28,3,11,2014-08-30,76,19,2,3,1,1,1,1,14,8,2,1
14102,1,7,14,19,20,3,12,2014-09-01,61,19,3,2,3,0,1,0,15,9,1,1
14103,14,20,23,25,26,10,12,2014-09-03,108,12,2,0,3,2,1,2,22,2,0,1
14104,7,13,14,28,32,4,11,2014-09-06,94,25,2,1,2,2,1,1,15,7,1,1
14105,4,10,26,29,32,4,8,2014-09-08,101,28,1,2,0,3,0,1,12,4,0,1
14106,5,9,11,20,22,5,11,2014-09-10,67,17,3,3,2,0,0,0,16,6,2,1
14107,5,13,14,21,34,8,10,2014-09-13,87,29,3,1,3,1,1,1,18,2,0,1
14108,1,2,13,23,35,9,12,2014-09-15,74,34,4,2,2,1,1,1,21,3,1,1
14109,15,18,20,21,23,1,2,2014-09-17,97,8,3,0,5,0,1,1,3,1,1,0
14110,9,18,19,22,24,8,11,2014-09-20,92,15,2,1,4,0,1,1,19,3,1,1
14111,11,16,18,20,29,3,4,2014-09-22,94,18,2,1,3,1,0,1,7,1,1,0
14112,3,5,14,18,32,2,10,2014-09-24,72,29,2,2,2,1,0,1,12,8,0,1
14113,2,13,17,19,23,1,6,2014-09-27,74,21,4,1,4,0,0,0,7,5,1,0
14114,3,16,24,30,33,5,8,2014-09-29,106,30,2,1,2,2,0,0,13,3,1,1
14115,1,5,26,29,30,2,10,2014-10-01,91,29,3,2,0,3,1,1,12,8,0,1
14116,6,13,15,24,27,4,5,2014-10-04,85,21,3,1,3,1,0,0,9,1,1,0
14117,3,14,17,18,33,6,9,2014-10-06,85,30,3,1,3,1,1,0,15,3,1,1
14118,2,3,23,24,26,5,11,2014-10-08,78,24,2,2,2,1,2,1,16,6,2,1
14119,4,8,9,13,18,8,12,2014-10-11,52,14,2,3,2,0,1,0,20,4,0,1
14120,1,4,6,18,33,5,11,2014-10-13,62,32,2,3,1,1,0,2,16,6,2,1
14121,13,16,18,22,32,8,10,2014-10-15,101,19,1,0,4,1,0,1,18,2,0,1
14122,3,10,25,26,35,1,7,2014-10-18,99,32,3,2,0,3,1,0,8,6,2,1
14123,1,9,12,22,25,2,9,2014-10-20,69,24,3,3,1,1,0,1,11,7,1,1
14124,1,3,28,29,35,8,12,2014-10-22,96,34,4,2,0,3,1,1,20,4,0,1
14125,12,15,19,23,31,4,10,2014-10-25,100,19,4,1,3,1,0,0,14,6,0,1
14126,2,9,22,30,34,9,10,2014-10-27,97,32,1,2,1,2,0,0,19,1,1,1
14127,2,4,6,15,19,2,11,2014-10-29,46,17,2,3,2,0,0,1,13,9,1,1
14128,2,4,16,22,34,8,11,2014-11-01,78,32,0,2,2,1,0,2,19,3,1,1
14129,7,22,28,30,32,5,6,2014-11-03,119,25,1,1,1,3,0,1,11,1,1,0
14130,2,18,31,32,33,5,7,2014-11-05,116,31,2,1,1,3,2,1,12,2,2,1
14131,3,16,19,23,27,3,7,2014-11-08,88,24,4,1,3,1,0,0,10,4,2,1
14132,1,3,4,19,32,1,7,2014-11-10,59,31,3,3,1,1,1,2,8,6,2,1
14133,2,8,12,14,18,4,12,2014-11-12,54,16,0,3,2,0,0,0,16,8,0,1
14134,2,5,7,11,32,9,12,2014-11-15,57,30,3,4,0,1,0,1,21,3,1,1
14135,20,26,28,30,35,9,12,2014-11-17,139,15,1,0,1,4,0,0,21,3,1,1
14136,4,18,20,34,35,7,11,2014-11-19,111,31,1,1,2,2,1,2,18,4,2,1
14137,2,11,16,22,34,2,5,2014-11-22,85,32,1,2,2,1,0,1,7,3,1,0
14138,1,7,29,32,34,9,12,2014-11-24,103,33,3,2,0,3,0,1,21,3,1,1
14139,3,5,7,15,34,1,10,2014-11-26,64,31,4,3,1,1,0,2,11,9,1,1
14140,1,19,20,25,34,7,12,2014-11-29,99,33,3,1,2,2,1,1,19,5,1,1
